filename,width,height,name,xmin,ymin,xmax,ymax,class
2010_006675.jpg,500,375,person,1,146,166,375,14
2010_003278.jpg,500,375,sofa,70,217,462,374,17
2010_003278.jpg,500,375,sofa,412,239,500,375,17
2010_006768.jpg,500,375,person,225,107,341,306,14
2010_003002.jpg,375,500,chair,255,221,313,279,8
2010_003002.jpg,375,500,chair,74,241,127,311,8
2010_003002.jpg,375,500,chair,1,263,56,332,8
2010_003002.jpg,375,500,diningtable,1,259,357,500,10
2010_003002.jpg,375,500,chair,1,381,83,500,8
2010_003002.jpg,375,500,chair,207,271,375,500,8
2010_003002.jpg,375,500,chair,10,213,82,322,8
2010_002332.jpg,333,500,dog,1,1,333,332,11
2010_004575.jpg,500,375,cat,175,74,492,238,7
2010_002176.jpg,500,332,sheep,101,149,178,219,16
2010_002176.jpg,500,332,sheep,168,150,228,171,16
2010_002176.jpg,500,332,sheep,194,155,255,203,16
2010_006493.jpg,375,500,person,40,103,239,427,14
2010_003609.jpg,500,375,train,32,91,403,303,18
2010_006487.jpg,500,375,person,9,95,360,375,14
2010_003230.jpg,500,370,cat,213,112,432,230,7
2010_006473.jpg,500,331,person,153,40,350,331,14
2010_005023.jpg,500,333,bird,146,145,263,214,2
2010_004192.jpg,500,375,train,186,114,424,204,18
2010_004192.jpg,500,375,person,115,106,328,375,14
2010_004192.jpg,500,375,person,336,1,500,375,14
2010_006295.jpg,500,333,person,454,102,492,198,14
2010_006295.jpg,500,333,person,220,131,248,195,14
2010_000831.jpg,500,368,sheep,18,200,185,317,16
2010_000831.jpg,500,368,sheep,189,133,426,303,16
2010_000831.jpg,500,368,sheep,216,219,324,289,16
2010_000831.jpg,500,368,sheep,242,218,373,303,16
2010_006602.jpg,500,333,person,1,1,343,333,14
2010_003115.jpg,500,375,chair,282,236,365,348,8
2010_003115.jpg,500,375,bicycle,60,188,252,356,1
2010_005327.jpg,500,375,person,30,54,190,375,14
2010_005327.jpg,500,375,person,296,28,474,375,14
2010_005327.jpg,500,375,person,185,68,310,375,14
2010_000477.jpg,500,234,aeroplane,11,18,488,228,0
2010_004247.jpg,500,375,horse,89,39,472,371,12
2010_006026.jpg,332,500,sheep,87,412,147,463,16
